연번,수송일자,호선,역명,승하차구분,06시이전,06-07시간대,07-08시간대,08-09시간대,09-10시간대,10-11시간대,11-12시간대,12-13시간대,13-14시간대,14-15시간대,15-16시간대,16-17시간대,17-18시간대,18-19시간대,19-20시간대,20-21시간대,21-22시간대,22-23시간대,23-24시간대,24시이후
196,2022-01-10,4호선,서울역,하차,26,436,1557,3446,1657,643,570,704,607,607,680,694,843,977,635,406,492,203,137,
197,2022-01-10,4호선,사당,승차,373,941,2602,3619,2758,1233,845,1060,979,950,917,946,1219,1657,904,931,1043,386,94,
198,2022-01-10,4호선,사당,하차,53,468,810,1446,966,673,812,692,704,741,869,1229,1557,3052,1894,1087,1190,640,306,
199,2022-01-10,7호선,건대입구,승차,106,151,468,766,589,444,455,459,541,657,699,953,1344,1192,818,880,913,357,124,
200,2022-01-10,7호선,건대입구,하차,40,285,691,1477,1019,675,547,709,800,686,583,620,885,1396,880,380,499,225,119,
201,2022-01-11,1호선,서울역,승차,301,405,1348,2149,1738,1588,1673,1955,2051,1758,2103,2612,4623,7648,3063,2495,2470,922,264,
202,2022-01-11,1호선,서울역,하차,196,1386,3646,8184,5067,2139,1663,1735,1706,1547,1636,1698,2102,2481,1379,938,1045,407,203,
203,2022-01-11,2호선,잠실,승차,418,1655,4495,6603,4553,2629,2411,2561,2677,2834,3385,3733,5263,7332,4658,5354,4440,1694,298,
204,2022-01-11,2호선,잠실,하차,155,1142,2937,6658,5403,3533,2966,2805,2812,2897,3150,3378,5195,8099,5414,3386,4361,1802,588,
205,2022-01-11,2호선,삼성,승차,179,238,571,791,770,830,1106,1262,1591,2148,2780,3369,7580,12532,6201,4903,4459,1347,237,
206,2022-01-11,2호선,삼성,하차,193,1403,5312,14355,10072,3660,2212,2021,2222,1834,1514,1504,1721,1975,1103,556,664,300,150,
207,2022-01-11,2호선,강남,승차,200,570,1456,2647,1956,1846,2560,3181,4134,4130,5145,5810,9593,14350,8993,8029,10610,3630,529,
208,2022-01-11,2호선,강남,하차,445,1974,6439,13662,15240,6366,4185,3923,4639,3878,3995,3633,4675,6693,3331,1485,1732,760,305,
209,2022-01-11,2호선,사당,승차,403,876,2838,4232,2937,1473,1301,1392,1560,1438,1592,1870,2443,3625,1998,2113,2780,848,213,
210,2022-01-11,2호선,사당,하차,120,886,1695,2791,1786,1240,1467,1391,1433,1522,1823,2291,3839,5690,3810,2269,3017,1366,515,
211,2022-01-11,2호선,신림,승차,1426,2893,8551,13374,7013,3066,2349,2273,2323,2206,2058,2440,2675,2894,1594,1658,1920,808,206,
212,2022-01-11,2호선,신림,하차,107,673,1214,2475,1872,1373,1399,1614,1982,2204,2628,3441,5240,10001,9056,4855,6222,3062,1379,
213,2022-01-11,2호선,홍대입구,승차,340,736,2322,3072,1812,1097,1309,1543,1900,1962,2579,3125,4268,5928,4335,5344,7102,2033,346,
214,2022-01-11,2호선,홍대입구,하차,111,505,1225,4180,4563,2435,2524,3158,3664,3478,3458,3930,4266,5976,3493,1612,1905,928,504,
215,2022-01-11,4호선,서울역,승차,128,198,466,554,400,299,364,426,358,400,422,607,1631,2449,848,567,656,203,46,
216,2022-01-11,4호선,서울역,하차,23,373,1477,3535,1628,752,622,624,628,613,661,737,877,1000,639,456,552,273,116,
217,2022-01-11,4호선,사당,승차,358,858,2731,3739,2708,1289,954,1041,1025,1019,932,1049,1298,1685,978,999,1357,504,110,
218,2022-01-11,4호선,사당,하차,41,483,788,1365,967,643,808,871,727,746,917,1267,1947,3085,1899,1161,1315,663,335,
219,2022-01-11,7호선,건대입구,승차,112,159,474,779,613,416,458,457,542,604,752,866,1323,1329,785,942,945,334,132,
220,2022-01-11,7호선,건대입구,하차,38,275,712,1489,1038,677,544,607,752,678,625,670,887,1414,954,407,521,242,136,
221,2022-01-12,1호선,서울역,승차,287,387,1269,2094,1757,1540,1634,1864,1968,1735,2194,2710,4731,7536,3121,2364,2610,912,254,
222,2022-01-12,1호선,서울역,하차,225,1308,3320,8265,4951,1918,1693,1747,1742,1416,1537,1608,2212,2599,1518,979,1127,457,210,
223,2022-01-12,2호선,잠실,승차,358,1688,4303,6242,4494,2524,2538,2616,2775,2752,3238,4041,5778,7495,4591,5181,4607,1953,296,
224,2022-01-12,2호선,잠실,하차,149,1119,2790,6786,5250,3330,3187,2949,3201,2829,3223,3615,5219,8276,5470,3441,4445,1922,607,
225,2022-01-12,2호선,삼성,승차,157,231,509,835,775,804,1058,1243,1627,2171,2716,3403,7503,12540,6145,4759,4452,1321,240,
226,2022-01-12,2호선,삼성,하차,194,1433,5146,14208,9501,3524,2295,1904,2223,1856,1824,1469,1769,2231,1086,542,622,331,167,
227,2022-01-12,2호선,강남,승차,204,529,1431,2675,1880,1763,2330,3146,3926,4117,5194,5766,9666,13792,8448,7811,10863,3918,602,
228,2022-01-12,2호선,강남,하차,410,1980,6121,13667,13856,6326,4192,3685,4655,3546,3854,3865,4615,7167,3323,1439,1942,708,342,
229,2022-01-12,2호선,사당,승차,354,924,2759,4310,2630,1359,1384,1457,1461,1593,1513,1759,2420,3647,2050,2120,3018,775,189,
230,2022-01-12,2호선,사당,하차,129,874,1657,2783,1675,1201,1490,1420,1424,1464,1718,2254,3751,5997,3848,2247,3018,1402,580,
231,2022-01-12,2호선,신림,승차,1329,2730,8292,13215,7020,3003,2349,2444,2302,2197,2050,2398,2880,3071,1666,1691,1894,861,227,
232,2022-01-12,2호선,신림,하차,110,665,1192,2425,1776,1411,1563,1685,1950,2195,2723,3251,5240,9713,9171,4690,5951,3640,1291,
233,2022-01-12,2호선,홍대입구,승차,354,739,2306,2947,1845,1098,1292,1551,1843,2022,2437,3107,4398,5948,4167,5232,7512,2211,360,
234,2022-01-12,2호선,홍대입구,하차,115,489,1142,4185,4456,2402,2544,3453,3465,3256,3642,3782,4627,6066,3602,1602,1985,938,548,
235,2022-01-12,4호선,서울역,승차,130,219,465,568,377,287,330,496,343,386,436,581,1620,2433,820,524,612,213,41,
236,2022-01-12,4호선,서울역,하차,23,387,1307,3532,1561,748,599,669,603,559,657,850,845,1037,665,455,596,368,127,
237,2022-01-12,4호선,사당,승차,351,887,2670,3649,2502,1223,938,1008,1040,945,874,986,1362,1700,957,1024,1409,422,88,
238,2022-01-12,4호선,사당,하차,45,451,790,1389,902,667,725,759,758,712,818,1151,1983,3173,1895,1061,1398,723,356,
239,2022-01-12,7호선,건대입구,승차,101,153,417,808,603,441,493,506,594,573,756,895,1358,1241,801,991,1047,387,113,
240,2022-01-12,7호선,건대입구,하차,40,293,674,1513,998,689,545,635,727,612,635,714,906,1368,892,392,543,265,140,
241,2022-01-13,1호선,서울역,승차,285,415,1269,2233,1538,1400,1780,1948,2127,1835,2292,2715,4909,7550,3065,2446,2819,963,290,
242,2022-01-13,1호선,서울역,하차,209,1329,3466,8387,4728,2055,1812,1781,1759,1451,1745,1732,2225,2440,1419,988,1150,477,224,
243,2022-01-13,2호선,잠실,승차,373,1636,4421,6335,4397,3149,3118,2773,2784,2791,3362,3846,5217,6898,4206,5144,4743,2222,336,
244,2022-01-13,2호선,잠실,하차,172,1078,2710,6794,5382,3105,3013,2809,2808,3022,3166,3485,5660,8794,5152,3259,4574,1925,703,
245,2022-01-13,2호선,삼성,승차,166,232,514,788,756,865,1111,1275,1717,2111,2768,3399,7213,11958,5887,4762,4906,1367,230,
246,2022-01-13,2호선,삼성,하차,186,1413,5083,14067,9636,3343,2365,2028,2258,1896,1667,1576,1719,2219,1079,535,680,311,151,
247,2022-01-13,2호선,강남,승차,211,553,1450,2592,1881,1814,2455,3118,3970,4186,5296,5759,9533,13799,8295,8142,11419,3880,631,
248,2022-01-13,2호선,강남,하차,437,1955,6007,13531,14274,5881,4180,3930,4567,4017,3669,4323,4965,6900,3245,1506,1890,835,323,
249,2022-01-13,2호선,사당,승차,393,900,2825,4133,2766,1568,1310,1477,1580,1623,1637,1829,2414,3481,1953,2205,3127,861,228,
250,2022-01-13,2호선,사당,하차,125,892,1578,2614,1789,1308,1494,1490,1415,1395,1967,2430,3669,5765,3815,2304,3177,1487,551,
251,2022-01-13,2호선,신림,승차,1347,2750,8043,13125,7064,3125,2486,2416,2327,2163,2256,2381,2896,3215,1651,1810,2005,760,249,
252,2022-01-13,2호선,신림,하차,116,644,1267,2389,1905,1473,1564,1687,1972,2132,2575,3585,5172,10227,8189,4900,6125,3692,1276,
253,2022-01-13,2호선,홍대입구,승차,362,705,2272,2981,1842,1123,1295,1594,1944,2054,2610,3321,4594,5880,4438,5437,8164,2200,398,
254,2022-01-13,2호선,홍대입구,하차,103,474,1255,4141,4394,2430,2694,3656,3535,3660,3776,4146,4693,6297,3858,1587,1894,1182,560,
255,2022-01-13,4호선,서울역,승차,137,205,448,599,368,279,375,384,374,452,513,633,1613,2350,804,601,698,199,53,
256,2022-01-13,4호선,서울역,하차,28,379,1301,3436,1732,660,647,686,695,650,664,808,965,1044,623,514,640,321,143,
257,2022-01-13,4호선,사당,승차,414,872,2603,3718,2440,1369,1019,1006,1035,972,962,1019,1288,1758,916,1102,1530,478,109,
258,2022-01-13,4호선,사당,하차,57,494,718,1256,1033,641,799,783,677,702,880,1207,1863,3177,1967,1130,1481,767,374,
259,2022-01-13,7호선,건대입구,승차,96,142,464,753,581,400,488,554,527,629,745,977,1455,1271,777,987,1196,389,118,
260,2022-01-13,7호선,건대입구,하차,37,288,732,1465,1000,668,599,614,760,635,628,682,950,1475,809,446,579,293,142,
261,2022-01-14,1호선,서울역,승차,297,391,1291,2108,1512,1375,1873,2106,2277,1944,2770,3472,5257,7771,3505,2376,3209,1177,346,
262,2022-01-14,1호선,서울역,하차,177,1193,3379,7389,4536,2083,1693,2008,2010,1850,2016,2294,3031,3734,2380,1253,1348,691,340,
263,2022-01-14,2호선,잠실,승차,351,1589,4208,6279,4088,2544,2675,2746,3097,2982,3704,4552,6200,7642,4549,5305,5023,1957,395,
264,2022-01-14,2호선,잠실,하차,168,1124,2620,6308,4941,3290,3141,2939,3209,3222,3411,4421,5816,8686,5424,3219,4742,2134,675,
265,2022-01-14,2호선,삼성,승차,179,239,516,754,741,801,1189,1431,1854,2158,3210,3970,7836,11616,5471,4186,4318,1309,293,
266,2022-01-14,2호선,삼성,하차,203,1347,4975,13152,8910,3330,2301,2015,2206,2020,1931,1763,2200,2624,1228,581,711,301,162,
267,2022-01-14,2호선,강남,승차,185,519,1354,2486,1814,1803,2702,3389,4189,4557,5708,6478,10039,13860,8356,8002,12013,4146,694,
268,2022-01-14,2호선,강남,하차,419,1894,5854,13284,13498,6129,4079,4098,4859,4309,4171,4694,6186,8153,3748,1462,1964,973,402,
269,2022-01-14,2호선,사당,승차,361,860,2747,3888,2689,1492,1294,1466,1579,1734,1671,1847,2777,3737,2025,2232,3570,945,230,
270,2022-01-14,2호선,사당,하차,114,839,1525,2596,1716,1196,1418,1481,1545,1610,1944,2644,4190,6445,3738,2021,3107,1566,763,
271,2022-01-14,2호선,신림,승차,1363,2678,7899,12612,6901,3193,2522,2535,2422,2356,2336,2728,3158,3301,1886,1748,2017,1050,297,
272,2022-01-14,2호선,신림,하차,124,627,1183,2238,1785,1406,1379,1743,2087,2311,2787,3770,5443,10011,8600,4663,6578,3534,1457,
273,2022-01-14,2호선,홍대입구,승차,339,668,2158,2904,1730,1193,1361,1667,2004,2339,2939,3877,5029,6369,4560,5946,9459,2633,492,
274,2022-01-14,2호선,홍대입구,하차,110,480,1148,3942,4217,2823,3124,3645,4352,3920,4220,4707,5454,7905,4338,1688,2089,1163,609,
275,2022-01-14,4호선,서울역,승차,138,199,434,564,387,317,382,417,436,484,531,656,1700,2308,764,485,598,209,64,
276,2022-01-14,4호선,서울역,하차,18,356,1224,3180,1549,709,643,788,766,743,839,959,1227,1584,1063,528,738,357,174,
277,2022-01-14,4호선,사당,승차,350,775,2650,3466,2370,1272,1062,1047,1080,1066,1064,1197,1573,1888,1085,1232,1706,499,96,
278,2022-01-14,4호선,사당,하차,31,445,695,1253,902,672,852,764,776,823,967,1396,2173,3330,2065,1024,1475,812,485,
279,2022-01-14,7호선,건대입구,승차,90,139,483,724,587,435,482,517,542,614,735,928,1389,1298,812,1059,1238,398,168,
280,2022-01-14,7호선,건대입구,하차,36,249,722,1376,986,657,601,648,739,682,717,734,1008,1712,911,425,583,255,171,
281,2022-01-15,1호선,서울역,승차,232,255,436,894,1131,1797,2234,2314,2645,1852,2322,2551,2243,1924,1472,1421,1785,934,248,
282,2022-01-15,1호선,서울역,하차,168,922,1283,1478,2256,2029,2010,2169,2155,1884,2154,1981,2028,1414,1198,1099,1333,532,244,
283,2022-01-15,2호선,잠실,승차,238,578,831,1758,2083,2324,2757,3318,3985,4251,4617,5787,5381,4802,4186,5685,6162,1819,305,
284,2022-01-15,2호선,잠실,하차,122,823,1153,1931,3533,3608,4262,4692,4891,5100,4766,5053,4719,3764,2446,2340,3690,1455,495,
285,2022-01-15,2호선,삼성,승차,143,174,207,287,395,551,911,1328,1784,2164,2459,3093,3042,2813,2170,3338,2580,694,124,
286,2022-01-15,2호선,삼성,하차,67,679,950,1689,2093,2273,2926,2872,2836,2532,2232,2336,1868,1037,551,470,575,247,131,
287,2022-01-15,2호선,강남,승차,178,371,437,657,1001,1582,2478,3524,4145,4608,5497,6583,6155,4596,3283,5555,8319,2466,523,
288,2022-01-15,2호선,강남,하차,227,847,1154,2893,6123,4645,4648,4941,6072,5219,4613,5107,5154,3202,1525,1226,1782,745,297,
289,2022-01-15,2호선,사당,승차,304,489,694,1011,1450,1410,1635,1981,2080,2018,2175,2245,2174,1796,1529,2131,2872,757,232,
290,2022-01-15,2호선,사당,하차,117,1127,571,911,1396,1517,1597,2178,2115,1926,2338,2959,3058,2352,1530,1707,2755,1257,564,
291,2022-01-15,2호선,신림,승차,994,1494,1975,3571,4177,3398,3471,3757,3751,3279,3161,3290,2842,2023,1488,1935,2252,1038,281,
292,2022-01-15,2호선,신림,하차,102,485,660,976,1409,1490,1805,2288,2680,2817,3145,4026,4867,4111,3264,3100,5347,2783,1239,
293,2022-01-15,2호선,홍대입구,승차,274,383,502,809,1037,1200,1688,2208,2763,3211,4115,5280,5742,5131,4913,8499,12069,3004,618,
294,2022-01-15,2호선,홍대입구,하차,110,381,477,894,2274,2814,4919,6779,7317,7880,7990,7297,6354,3998,2082,1486,1831,915,547,
295,2022-01-15,4호선,서울역,승차,115,105,163,207,275,329,383,426,395,323,398,396,434,335,253,205,287,143,60,
296,2022-01-15,4호선,서울역,하차,22,299,349,522,790,671,709,860,802,818,810,869,918,718,579,514,812,302,156,
297,2022-01-15,4호선,사당,승차,251,338,540,864,1287,1400,1449,1562,1597,1536,1438,1304,1324,900,821,1132,1441,358,116,
298,2022-01-15,4호선,사당,하차,47,659,281,385,678,776,1031,1209,1132,1123,1252,1654,1657,1355,856,886,1304,583,373,
299,2022-01-15,7호선,건대입구,승차,67,99,178,264,365,394,475,619,611,677,832,828,951,837,640,1064,1123,386,168,
300,2022-01-15,7호선,건대입구,하차,25,147,240,405,606,638,749,902,973,1018,835,958,982,602,372,339,405,214,147,
301,2022-01-16,1호선,서울역,승차,134,181,288,658,745,1128,1474,1761,1891,1460,2039,2036,2228,2065,1863,1556,2055,1173,315,
302,2022-01-16,1호선,서울역,하차,94,499,696,838,1189,1298,1261,1765,1667,1691,1983,1782,1845,1815,1511,1249,1139,464,197,
303,2022-01-16,2호선,잠실,승차,162,356,501,930,1409,1495,1901,2440,2867,3262,3653,4378,4396,3920,3829,5302,5291,1331,254,
304,2022-01-16,2호선,잠실,하차,64,533,666,1466,3111,2899,3258,3542,3617,3667,3600,3897,3233,2745,2041,2035,2801,1071,333,
305,2022-01-16,2호선,삼성,승차,63,134,171,191,265,326,555,887,1237,1450,1630,2189,2133,2072,1635,2418,1649,545,132,
306,2022-01-16,2호선,삼성,하차,40,456,666,1095,1502,1397,1973,1740,2015,1688,1497,1335,1074,750,472,388,394,177,108,
307,2022-01-16,2호선,강남,승차,131,311,290,407,659,779,1054,1499,1980,2068,2423,3003,3356,3071,2590,4080,5606,1591,303,
308,2022-01-16,2호선,강남,하차,94,441,552,1015,2026,1755,2097,2859,3229,2984,2931,3242,3106,2205,1277,1030,1349,513,216,
309,2022-01-16,2호선,사당,승차,173,247,328,632,931,1009,1076,1304,1419,1545,1640,1614,1523,1397,1331,1740,1757,512,153,
310,2022-01-16,2호선,사당,하차,41,825,427,501,973,972,1096,1357,1576,1423,1536,1805,1992,1742,1258,1343,1942,845,339,
311,2022-01-16,2호선,신림,승차,473,870,1125,2047,2847,2477,2481,2808,2763,2670,2495,2547,2255,1883,1379,1632,1638,705,229,
312,2022-01-16,2호선,신림,하차,66,345,425,683,1035,1256,1341,1682,1999,2166,2390,2900,3072,3230,2685,2811,4238,2041,906,
313,2022-01-16,2호선,홍대입구,승차,195,238,309,587,699,898,1192,1770,2097,2547,3212,4122,4642,4700,4536,7071,8758,1834,379,
314,2022-01-16,2호선,홍대입구,하차,75,203,263,562,1292,2127,3604,5296,5839,5451,5763,5003,4661,3009,1485,1149,1383,686,377,
315,2022-01-16,4호선,서울역,승차,81,86,120,157,221,231,254,337,303,254,288,303,307,302,218,165,243,109,36,
316,2022-01-16,4호선,서울역,하차,9,153,259,273,438,428,561,915,662,695,672,783,828,811,654,586,625,221,95,
317,2022-01-16,4호선,사당,승차,160,194,289,480,877,880,1020,1130,1237,1125,1132,1048,949,736,747,899,901,306,62,
318,2022-01-16,4호선,사당,하차,19,545,237,287,488,570,674,837,892,887,942,1155,1093,1219,787,822,948,444,224,
319,2022-01-16,7호선,건대입구,승차,43,57,120,175,221,221,262,339,438,550,625,637,706,606,597,894,879,333,112,
320,2022-01-16,7호선,건대입구,하차,25,107,102,226,377,450,428,708,769,774,692,751,662,541,401,262,343,172,83,
321,2022-01-17,1호선,서울역,승차,298,449,1725,2341,1796,1533,1686,1938,1945,1888,2111,2544,4832,7734,3177,2333,2495,882,288,
322,2022-01-17,1호선,서울역,하차,297,1684,3520,8540,5000,1982,1702,1865,1659,1616,1693,1557,2151,2462,1396,952,1014,395,185,
323,2022-01-17,2호선,잠실,승차,388,1709,4253,6433,4571,2639,2364,2478,2694,2674,3102,3704,5057,7494,4645,5188,4032,1110,221,
324,2022-01-17,2호선,잠실,하차,162,1179,2851,7009,5253,3283,2903,2355,2728,2737,3012,3200,4832,8131,5107,3353,3938,1797,565,
325,2022-01-17,2호선,삼성,승차,106,209,516,786,711,790,1117,1250,1602,2025,2779,3295,7279,13180,6687,4983,4500,1216,163,
326,2022-01-17,2호선,삼성,하차,200,1465,5376,14856,9970,3346,2111,1916,2080,1755,1651,1444,1626,1866,1044,519,610,242,137,
327,2022-01-17,2호선,강남,승차,151,556,1455,2654,1892,1844,2550,3296,4012,4143,5347,5770,9273,14719,9011,7896,10157,3808,561,
328,2022-01-17,2호선,강남,하차,457,2012,6178,14118,14897,6295,4046,3791,4581,3958,3775,3761,4733,6136,3042,1493,1610,657,288,
329,2022-01-17,2호선,사당,승차,394,868,2799,4256,2750,1404,1347,1449,1478,1603,1540,1746,2386,3586,1972,1946,2459,812,208,
330,2022-01-17,2호선,사당,하차,137,902,1706,2773,1682,1263,1520,1379,1378,1519,1851,2297,3607,5403,3800,2271,2859,1238,526,
331,2022-01-17,2호선,신림,승차,1377,2918,8388,13362,6863,2975,2413,2366,2338,2227,2076,2348,2643,2939,1602,1704,1810,766,212,
332,2022-01-17,2호선,신림,하차,103,588,1202,2538,1809,1360,1421,1625,1951,2195,2923,3454,5113,9877,9517,4971,5803,3131,1144,
333,2022-01-17,2호선,홍대입구,승차,359,781,2379,2944,1785,1080,1305,1521,1951,2123,2558,3045,4574,5965,4278,5133,6556,1988,346,
334,2022-01-17,2호선,홍대입구,하차,133,535,1278,4185,4436,2520,2662,3130,3525,3386,3529,3634,4174,5754,3468,1684,1814,886,441,
335,2022-01-17,4호선,서울역,승차,153,207,457,607,375,295,380,356,430,421,440,542,1703,2554,886,610,654,198,51,
336,2022-01-17,4호선,서울역,하차,31,432,1449,3516,1647,725,621,734,661,694,709,714,793,951,658,448,566,225,149,
337,2022-01-17,4호선,사당,승차,359,944,2661,3511,2525,1230,900,972,1016,946,866,1000,1266,1623,1011,1075,1188,357,86,
338,2022-01-17,4호선,사당,하차,49,486,820,1426,1003,678,719,772,718,745,886,1192,1812,2940,1976,1139,1237,596,313,
339,2022-01-17,7호선,건대입구,승차,95,152,467,781,570,459,471,479,573,589,763,886,1415,1239,792,938,841,319,125,
340,2022-01-17,7호선,건대입구,하차,34,273,737,1494,1013,702,600,608,730,683,679,672,922,1411,833,393,555,229,129,
341,2022-01-18,1호선,서울역,승차,279,421,1332,2262,1647,1512,1737,1875,1943,1795,2214,2661,4611,7919,3134,2359,2811,965,268,
342,2022-01-18,1호선,서울역,하차,214,1344,3655,8423,4906,2036,1838,1843,1777,1419,1657,1778,2141,2422,1340,876,1112,398,229,
343,2022-01-18,2호선,잠실,승차,401,1675,4782,6474,4478,3426,2793,2742,2822,2867,3246,3720,5119,6752,4281,5267,4442,1654,290,
344,2022-01-18,2호선,잠실,하차,160,1136,2797,6855,5344,3489,3128,2647,2734,2813,3186,3490,5149,8359,5209,3226,4581,1888,550,
345,2022-01-18,2호선,삼성,승차,177,241,543,766,791,911,1200,1308,1675,2195,2899,3291,7393,12428,6298,4679,4903,1355,283,
346,2022-01-18,2호선,삼성,하차,191,1429,5443,14581,10258,3701,2304,1833,2248,1856,1688,1538,1782,2050,1107,561,688,277,137,
347,2022-01-18,2호선,강남,승차,189,538,1413,2839,1961,1811,2649,3338,4056,4247,5191,5984,9560,13809,8838,8098,10975,3831,619,
348,2022-01-18,2호선,강남,하차,439,1928,6506,14182,14708,6495,4510,4001,4388,4106,3983,3730,4824,6599,3282,1315,1873,773,338,
349,2022-01-18,2호선,사당,승차,414,904,2831,4352,2811,1557,1333,1488,1512,1563,1550,1795,2435,3463,1977,2238,2978,913,204,
350,2022-01-18,2호선,사당,하차,119,919,1661,2761,1755,1293,1543,1460,1470,1472,1672,2542,3673,5663,3933,2197,3086,1496,538,
351,2022-01-18,2호선,신림,승차,1373,2772,8556,13357,7195,3110,2420,2436,2319,2251,2160,2350,2738,3002,1674,1665,1932,813,214,
352,2022-01-18,2호선,신림,하차,116,643,1238,2576,1785,1417,1395,1711,1882,2117,2725,3421,4943,9649,9485,4738,6579,3384,1309,
353,2022-01-18,2호선,홍대입구,승차,336,761,2350,3105,1801,1145,1274,1507,1867,2035,2433,3127,4455,5922,4064,5324,7205,2157,368,
